index	table_id	annotator_id	premise	hypothesis	label 
12312	T2017	GW74	to be or not to be	Happy Perez produced Hopeless Fountain Kingdom starting in August 2017.	1
12313	T2017	GW74	to be or not to be	The recording for Hopeless Fountain Kingdom began 2 years before its release.	2
12314	T2017	GW84	to be or not to be	Hopeless Fountain Kingdom was released in the same year after recording had been completed.	0
12315	T2017	GW84	to be or not to be	Hopeless Fountain Kingdom was the first album that Ricky Reed had worked on.	1
12316	T2017	GW84	to be or not to be	Hopeless Fountain Kingdom runs for over an hour.	2
12317	T2017	GW4	to be or not to be	Hopeless Fountain Kingdom took over 5 months to record.	0
12318	T2017	GW4	to be or not to be	Hopeless Fountain Kingdom was able to win some awards.	1
12319	T2017	GW4	to be or not to be	The album Hopeless Fountain Kingdom is over an hour in length.	2
12320	T2018	GW94	to be or not to be	Hopeless was created with two different types of paint.	0
12321	T2018	GW94	to be or not to be	Hopeless was bought by Kunstmuseum Basel.	1
12322	T2018	GW94	to be or not to be	Hopeless is a watercolor by Roy Lichtenstein.	2
12323	T2018	GW28	to be or not to be	Hopeless is a 20th century work of art.	0
12324	T2018	GW28	to be or not to be	Hopeless was Roy Lichtenstein's final work.	1
12325	T2018	GW28	to be or not to be	Hopeless is in private ownership.	2
12326	T2018	GW93	to be or not to be	Hopeless was made in the 60s.	0
12327	T2018	GW93	to be or not to be	Hopeless was made with five different colors.	1
12328	T2018	GW93	to be or not to be	Hopeless is located in Paris.	2
12329	T2019	GW85	to be or not to be	Hope was done by George Frederic Watts	0
12330	T2019	GW85	to be or not to be	Hope is a type of oil produce.	1
12331	T2019	GW85	to be or not to be	George Frederic Watts never got hope to Britain	2
12332	T2019	GW93	to be or not to be	Hope was originally made in 1886.	0
12333	T2019	GW93	to be or not to be	Hope has only had one owner.	1
12334	T2019	GW93	to be or not to be	Hope is located in Seville, France.	2
12335	T2019	GW2	to be or not to be	Hope was an oil painting created in the nineteenth centruy.	0
12336	T2019	GW2	to be or not to be	Hope was George Frederic Watts's most famous painting.	1
12337	T2019	GW2	to be or not to be	George Frederic Watts created art strictly in the sculpture category.	2
12338	T2020	GW93	to be or not to be	Horace Smith died over the age of 80.	0
12339	T2020	GW93	to be or not to be	Horace Smith lived in Massachusetts his entire life.	1
12340	T2020	GW93	to be or not to be	Horace Smith had one wife.	2
12341	T2020	GW4	to be or not to be	Horace Smith lived their whole life in the 19th cenutry.	0
12342	T2020	GW4	to be or not to be	Horace Smith made many inventions we still use today.	1
12343	T2020	GW4	to be or not to be	Horace Smith was only ever married to one woman.	2
12344	T2020	GW104	to be or not to be	Horace Smith had multiple spouses during his life.	0
12345	T2020	GW104	to be or not to be	Horace Smith lived his whole life in Massachusetts.	1
12346	T2020	GW104	to be or not to be	Horace Smith married only once.	2
12347	T2021	GW93	to be or not to be	Horrie originates from Egypt.	0
12348	T2021	GW93	to be or not to be	Horrie was adopted from a shelter by Jim Moody.	1
12349	T2021	GW93	to be or not to be	Horrie died in 1950.	2
12350	T2021	GW84	to be or not to be	Horrie was a military mascot.	0
12351	T2021	GW84	to be or not to be	Horrie did most of his work in Egypt.	1
12352	T2021	GW84	to be or not to be	The army was the owner of Horrie.	2
12353	T2021	GW86	to be or not to be	Horrie's birth, and death, occurred in two different countries.	0
12354	T2021	GW86	to be or not to be	Horrie died of natural causes.	1
12355	T2021	GW86	to be or not to be	Horrie spent his whole life in Egypt.	2
12356	T2022	GW93	to be or not to be	Horses was released in the winter of 1975.	0
12357	T2022	GW93	to be or not to be	Horses was the most successful album of the year it was released.	1
12358	T2022	GW93	to be or not to be	Horses is under the Warner label.	2
12359	T2022	GW14	to be or not to be	Horses was released the same year in which it was recorded.	0
12360	T2022	GW14	to be or not to be	Electric Lady Studios released more than one Punk Rock album in the 70s.	1
12361	T2022	GW14	to be or not to be	Horses was released in the Summer.	2
12362	T2022	GW4	to be or not to be	Horses was released the same year it was recorded.	0
12363	T2022	GW4	to be or not to be	The album Horses was recorded entirely in the USA.	1
12364	T2022	GW4	to be or not to be	The album Horses was over an hour in length.	2
12365	T2023	GW72	to be or not to be	Hostiles had the same director and screenplay writer	0
12366	T2023	GW72	to be or not to be	Waypoint Entertainment was the head Production company for Hostiles	1
12367	T2023	GW72	to be or not to be	The person responsible for the screenplay of Hostiles was also its story writer	2
12368	T2023	GW85	to be or not to be	Hostiles is a scott cooper film	0
12369	T2023	GW85	to be or not to be	Hostiles is an english movie.	1
12370	T2023	GW85	to be or not to be	Hostiles was made on a 500 dollar budget	2
12371	T2023	GW93	to be or not to be	Hostiles has a running time of over two hours.	0
12372	T2023	GW93	to be or not to be	Waypoint Entertainment was the main production company for Hostiles.	1
12373	T2023	GW93	to be or not to be	Hostiles was released in 2015.	2
12374	T2024	GW84	to be or not to be	Hot dogs usually have over 200 kcal.	0
12375	T2024	GW84	to be or not to be	Hot dogs are usually made of chicken.	1
12376	T2024	GW84	to be or not to be	Hot dogs have virtually no calories.	2
12377	T2024	GW28	to be or not to be	Hot dog is a meat product for human consumption.	0
12378	T2024	GW28	to be or not to be	Hot dog is encased in pigs intestine to give it shaped and firmness.	1
12379	T2024	GW28	to be or not to be	Hot dog is an all-natural food product.	2
12380	T2024	GW93	to be or not to be	There are multiple variations of hot dog.	0
12381	T2024	GW93	to be or not to be	Hot dogs are usually primarily made from pork.	1
12382	T2024	GW93	to be or not to be	Hot dogs provide about 500 kcal of energy.	2
12383	T2025	GW2	to be or not to be	Rajiv Gandhi had or has a grandfather named Jawaharlal Nehru.	0
12384	T2025	GW2	to be or not to be	Indira Gandhi was poisoned to death.	1
12385	T2025	GW2	to be or not to be	Indira Priyadarshini Nehru died before her husband.	2
12386	T2025	GW93	to be or not to be	Indira Gandhi was born in British India .	0
12387	T2025	GW93	to be or not to be	Indira Gandhi was a politician his whole adult life.	1
12388	T2025	GW93	to be or not to be	Indira Gandhi died of natural causes.	2
12389	T2025	GW84	to be or not to be	Indira Gandhi died on Halloween.	0
12390	T2025	GW84	to be or not to be	Indira Gandhi was a president.	1
12391	T2025	GW84	to be or not to be	Indira Gandhi never attended college.	2
12392	T2026	GW2	to be or not to be	Hotel California was recorded and released in the same calendar year.	0
12393	T2026	GW2	to be or not to be	Hotel California contains nine songs.	1
12394	T2026	GW2	to be or not to be	Hotel California was recorded in three studios.	2
12395	T2026	GW94	to be or not to be	Hotel California is under the asylum record label.	0
12396	T2026	GW94	to be or not to be	Most of the recording for Hotel California was done in October.	1
12397	T2026	GW94	to be or not to be	Hotel California is a pop song.	2
12398	T2026	GW93	to be or not to be	Hotel California was released in 1976.	0
12399	T2026	GW93	to be or not to be	Hotel California is more popular outside of the USA.	1
12400	T2026	GW93	to be or not to be	Hotel California is in the country music genre.	2
12401	T2027	GW14	to be or not to be	Hot Fuss was recorded the year prior to its release.	0
12402	T2027	GW14	to be or not to be	Jeff Saltzman has produced more than one album for Island Records.	1
12403	T2027	GW14	to be or not to be	Hot Fuss was recorded entirely in California.	2
12404	T2027	GW77	to be or not to be	Hot Fuss was recorded in 3 studios with two different producers.	0
12405	T2027	GW77	to be or not to be	The album was recorded and finished completely in 2003 and was released in 2004 in June.	1
12406	T2027	GW77	to be or not to be	The album is over 50 minutes long and its a polka album.	2
12407	T2027	GW85	to be or not to be	Hot Fuss was from 2004.	0
12408	T2027	GW85	to be or not to be	Hot Fuss is a island producation	1
12409	T2027	GW85	to be or not to be	Hot Fuss is a band	2
12410	T2029	GW93	to be or not to be	H_t_ originates in Yamanashi.	0
12411	T2029	GW93	to be or not to be	H_t_ is the most popular soup in Yamanashi.	1
12412	T2029	GW93	to be or not to be	H_t_ is a type of salad.	2
12413	T2029	GW84	to be or not to be	H_t_ is a food that you eat from a bowl.	0
12414	T2029	GW84	to be or not to be	H_t_ is the national food of Japan.	1
12415	T2029	GW84	to be or not to be	H_t_ is a fruity type of soft drink.	2
12416	T2029	GW77	to be or not to be	Hoto is a soup that is made in Japan consisting of miso, noodles and a large variety of vegetables.	0
12417	T2029	GW77	to be or not to be	There are more than 5 kinds of vegetables in Hoto soup.	1
12418	T2029	GW77	to be or not to be	Hoto soup is prevalent in China and in Vietnam and has no vegetables.	2
12419	T2031	GW74	to be or not to be	Hot Space was released 2 months after it was completed recording.	0
12420	T2031	GW74	to be or not to be	David Bowie was the producer of Hot Space in June 1981	1
12421	T2031	GW74	to be or not to be	Recording for Hot Space began 2 years before its release.	2
12422	T2031	GW85	to be or not to be	Hot Space came out 21 May 1982	0
12423	T2031	GW85	to be or not to be	Hot space is a Queen production	1
12424	T2031	GW85	to be or not to be	Hot Queen involved N'sync	2
12425	T2031	GW84	to be or not to be	Hot Space was released in the same year that recording was completed.	0
12426	T2031	GW84	to be or not to be	Hot Space was the only record that David Bowie produced.	1
12427	T2031	GW84	to be or not to be	Hot Space takes over an hour to listen to.	2
12428	T2034	GW94	to be or not to be	House of Balloons was released in 2011.	0
12429	T2034	GW94	to be or not to be	House of Balloons won a grammy.	1
12430	T2034	GW94	to be or not to be	House of Balloons is jazz music.	2
12431	T2034	GW4	to be or not to be	House of Balloons is known for being a R&B album.	0
12432	T2034	GW4	to be or not to be	House of Balloons won awards for its production.	1
12433	T2034	GW4	to be or not to be	House of Balloons was only produced by one person.	2
12434	T2034	GW93	to be or not to be	House of Balloons is less than an hour.	0
12435	T2034	GW93	to be or not to be	The main producer on House of Balloons is Doc McKinney.	1
12436	T2034	GW93	to be or not to be	House of Balloons is on the Warner label.	2
12437	T2035	GW1	to be or not to be	The District Collector and Municipal Commissioner of Indore belong to the same political party.	0
12438	T2035	GW1	to be or not to be	If Malini Laxmansingh Gaur leaves as Mayor of Indore, Nishant Warwade will take over the job.	1
12439	T2035	GW1	to be or not to be	Sumitra Mahajan has been a member of parliament for Indore for more than 10 years.	2
12440	T2035	GW84	to be or not to be	Indore is ruled by a single person.	0
12441	T2035	GW84	to be or not to be	The mayor of Indore is paid.	1
12442	T2035	GW84	to be or not to be	Indore has a board of co-mayors.	2
12443	T2035	GW86	to be or not to be	Indore is governed by a mayor.	0
12444	T2035	GW86	to be or not to be	Indore is a city.	1
12445	T2035	GW86	to be or not to be	Indore's district collector is Ashish Singh.	2
12446	T2036	GW93	to be or not to be	Indore has a density of 9,800 per square mile.	0
12447	T2036	GW93	to be or not to be	Indore is one of the ten biggest cities in India.	1
12448	T2036	GW93	to be or not to be	A demonym of Indore is Indoran.	2
12449	T2036	GW4	to be or not to be	Indore has over a million people in it.	0
12450	T2036	GW4	to be or not to be	Indore has always been a large city in India.	1
12451	T2036	GW4	to be or not to be	Indore is in the top 5 largest cities in India.	2
12452	T2036	GW84	to be or not to be	Indore is not the biggest city in the country.	0
12453	T2036	GW84	to be or not to be	Most of the people in Indore live in the Metro area.	1
12454	T2036	GW84	to be or not to be	The metro area of Indore has over three million people.	2
12455	T2039	GW84	to be or not to be	House of Pain has been around for over twenty years.	0
12456	T2039	GW84	to be or not to be	House of Pain was the first band signed by Tommy Boy records.	1
